Sentences,غصہ,نفرت,خوف,اداسی,حیرت,خوشی
آن آ سیریس نوٹ ہمیں بچوں کو ہر چیز پر کُھلے دل و دماغ سے سوچنے اور سوال کرنے کی تربیت دینی چاہیئے نہ ک,0,0,0,0,0,0
جییدی جی روح کی بیماری سے مئریُ مراد وہ لوگ ہئں جن کے دل میں نفرت اور منافقت اور جلن ہوتئ ہے جو اپنی ہئ,0,0,0,1,0,0
جنوبی وزیرستان کے موسم خان نے مہلک کرونا وائرس کا ڈٹ کر مقابلہ کیا اور اس وائرس کو شکست دے دی ہسپتال سے ڈسچارج ہو,0,0,0,0,0,1
انسان دونوں معاملات میں بے بس ہے دکھ سے بھاگ نہیں سکتا خوشی کو خرید نہیں سکتا,0,0,0,1,0,0
عشق میں دان کرنا پڑتا ہے جاں کو ہلکان کرنا پڑتا ہے تجربہ مفت میں نہی ملتا پہلے نقصان کرنا پڑتا ہے,0,0,0,1,1,0
مجھے  سے شدید نفرت ہے کیونکہ مجھے پاکستان سے بے پناہ محبت ہے,1,1,0,0,0,0
ہمارا سالہ کزن فرسٹ ائیر کا سٹوڈنٹ اسکا شکار ہو گیا لیکن یہ لوگ نہیں سمجھتے جس ک,1,0,1,1,0,0
نکاح کے بعد دولہا نے مولوی صاحب سے پوچھا آپ کی فِیس مولوی صاحب بیوی کی خوبصورتی کے حساب سے دے دو دولہا نے ا,0,0,0,0,0,1
کہیں گے کیوں نہیں بے شک ہمارے پاس ڈر سنانے والے تشریف لائے ف پھر ہم نے جھٹلایا اور کہا اللّٰہ نے کچھ نہیں اوتار,0,0,0,1,0,0
جواب شکوہ مجھے جنت سے نکالا ہوا انساں سمجھا تھي فرشتوں کو بھي حيرت کہ يہ آواز ہے کيا عرش والوں پہ بھي کھلتا نہيں ي,0,0,0,1,1,0
سریش چوہان جو مسلسل جھوٹی اور فیک خبریں نشر کرکے مسلمانوں کے خلاف نفرت پھیلاتا ہے اس کے خلاف آواز اٹھانا بہت ضروری,1,1,0,0,0,0
مریضوں کے اندر آٰئسولیشن کا خوف موجود ہے جسے ختم کرنا ہوگا ڈاکٹر سیمی جمالی,0,0,1,0,0,0
انہیں یہ ڈر ہے کہ لاشوں پہ سیاست ہوگی مجھے یہ فکر کہ لاشوں پہ ریاست ہوگی ظلم بڑھ جائے گا برداشت کی حدٹوٹے گی پھر جو,1,1,0,1,0,0
تمہارے ظلم پہ حیرت نہیں ہے ہمیں تو رحم سے فرصت نہیں ہے ہماری جان کا حافظ خدا ہے کسی سے بھی ہمیں دقت نہیں ہے فیضان قادری,0,0,0,1,1,0
حيرت هوئى آج تجهے مسجد ميں ديکھ کر ايسا بهى كيا هوا که خدا ياد آگيا,0,0,0,0,1,0
شام سے شب تلک اُداسی میں دن گُزرتے ہیں بد حواسی میں رنگشعروادب چوھدری,0,0,0,1,0,0
متکبر کھڑا نہیں ہوسکتا آپ کی موجودگی میں تم سب سے نفرت کرتے ہو تم جھوٹ بولنے والوں کو ہلاک کر دیتے ہو خون,0,1,0,1,0,0
وباگزرجائےگی چاہے مارےجائیں یاہزاروں مگر یہ نہ بھولیےکہ کورونا کےبعد ملک کی سیاست اس نفرت اورصوبائی تعصب کےردعمل,1,1,0,1,0,0
میڈیا کو جمہوریت کا اہم ستون کہاجاتاہےلیکن بھارت کا میڈیا محض حکومت کا ستون بنا ہواہےمسلمانوں کےخلاف نفرت آمیز فضا,0,1,0,1,0,0
سنا ؤ خیبر و خندق کے قصے اپنے بچوں کو🦁🦁 کہانی سن کے حیدر ع کی دلوں سے ڈر نکلتے ہیں🦁🦁,0,0,0,0,0,1
خدا کا خوف کریے میڈم یہ پکچر سے دن ہو گے ٹوئیٹر پہ گردش کر رہی ہے,0,0,1,0,1,0
قوم نہيں سو رہی شائد آپ نے کوئی خواب دیکھا ہے اور وزیراعظم عمران خان کی نفرت میں اتنا آگے مت بڑھ جا,1,0,0,1,0,0
سب دیئے ہم نے خود بجھا ڈالے اب اندھیروں سے ڈر نہیں لگتا,0,0,1,1,0,0
مجھے منافق لوگوں سے نفرت ھے,0,1,0,0,0,0
ہم جیسے معصوموں سے بھی کر گئے لوگ دنیاداری نوچ لیتے ہیں لوگ خوشی کا ہر اک رنگ ہزار,0,0,0,1,0,0
کیا ڈر کیا وہم کیا خوف اسے جس پشت پہ لاکھوں دعائیں ہوں ♥️💫 اللہ پاک سے دعا ہے کہ وہ آپکو صحت و سلامتی عطا فرمائ,0,0,0,0,0,1
ہماری لئے کتنی بڑی خوشی کی بات یہ بھی ہے کہ دیگرایام کی نسبت رمضان میںعبادات کا ثواب کئی گناہ بڑھ جاتاہےارشادنبویؐ,0,0,0,0,0,1
ماں موت سے نہیں ڈرتـی صاحب اسے مرتـے وقت یہ ڈر ہوتا ھے کہ دنیا میں اس کـے بچوں کو اسکـے جتنا پیار کوئی نہیں کرے,0,0,1,1,1,0
میں اسے کھونے کے ڈر سے اکٽر اپنی باتوں کا ادھورا جواب سُن کر خاموش ہو جاتی ہوں کیونکہ اب میں يہ جان گئی ہوں جب,0,0,1,1,0,0
مجھے تو سن کی خوشی ہوئی اس عمل سے باقی اس گجرات کے بے غیرت کے ساتھ بھی ایسا عمل کرئے تو سکون آجائے اس بے چین دل کو,1,1,0,0,0,1
میں تو گیا نہیں ڈاکٹر کے پاس مجھے تو کھبی خوشی کھبی غم والی کہانی لگتی ہے بھا,0,0,0,0,1,1
جی ہاں بالکل بنگلا دیش میں بنگالیوں پر خود ظلم کرکے نام پاکستان کا لگا کر نفرت کا بیج,1,1,0,1,0,0
اور یہ ہے وہ نفرت آمیز بیان جس کا یہ رونا رو رہا ہے,0,0,0,0,1,0
ہمیں خدا سے محبت نہیں سکھاٸی گٸ ہوس بہشت کی ڈر دوزخ کا ابھارا گیا,0,0,1,1,0,0
رنج کیاتیرے بچھڑنےپہ تو حیرت بھی نہیں میں نے امکان سبھی پیشِ نظر رکھے تھے ادبکاسفر بزمشاعری,0,0,0,1,0,0
مرے خاموش خدا وقت بے وقت مری آنکھوں میں تپتے پانی کی یہ بھڑکن کیوں ہے میرے ماتھے پہ تمنا کا کوئی رنگ نہیں پھر,0,0,0,0,0,0
کسان جب گندم کاٹ کر سائے میں بیٹھ کر کھانا کھاتا ہے اور پیچھے نگاہ دوڑاتا کہ کتنی گندم کاٹ چکا ہے وہ خوشی اور کھانے,0,0,0,0,0,1
زہر کی بوتل نیند کی گولی پنکھا رسی سب کچھ ہے موت کا جذبہ زیست سے نفرت اور اداسی سب کچھ ہے اک تیرے دیدار کی خاطر,0,0,0,1,0,0
روزے رکھنے کا عمل انسانی جسم میں نہایت چھوٹی یعنی خلویاتی سطح پر ایسی حیرت انگیز تبدیلیاں لاتا ہے جو انسان کو تندرس,0,0,0,0,1,0
خیر سامیہ یہ پٹواریوں کے پرانہ عادت ہے جیت سے پہلے خوشی منانا,0,0,0,0,1,0
روز محشر جواب کیا دو گـے تـم میری ہر خوشـی کے قاتل ھو ,0,0,0,1,0,0
زمانے کے انداز بدلے گئے نیا راگ ہے ساز بدلے گئے ہوا اس طرح فاش راز فرنگ کہ حیرت میں ہے شیشہ باز فرنگ پرانی سیاست,0,0,0,1,1,0
مجھے فکر ہے دیہاڑی دار مزدوروں کی عمران خان اور آج ہی اسلام آباد کی کچی آبادیوں کے تمام گھروں کو بل,0,0,1,1,0,0
تتلیوں کا مجھے ٹوٹا ہوا پر لگتا ہے دل پہ وہ نام بھی لکھتے ہوے ڈر لگتا ہے بشیر بدر,0,0,1,1,0,0
اداسی اور مایوسی بھری ایک شام آئے گی میری تصویر رکھ لینا تمہارے کام آئے گی,0,0,0,1,0,0
حیرت ھے تمھارا دل اٹھ بھی جاتا ھے,0,0,0,1,1,0
ہماری اولیـن ترجیح ہمیشہ دنیـا ہوتـی ہے اور حیـرت کی بات یہ ہے کہ ہم زرا بھی شرمنـدہ نہیـں ہو تے,0,0,0,1,1,0
قوس قزح کے سات رنگوں میں آٹھواں رنگ رنگ ہے اداسی کا ادبکاسفر,0,0,0,1,0,0
کچھ خدا کا خوف کرو,0,0,1,0,0,0
سو رہروانِ تمنا بھی ڈر کے دیکھتے ہیں,0,0,1,1,0,0
میں چاہتا ہوں مجھے کوئی درد دان کرے شدید اتنا کہ آنسو ہنسی خوشی نکلے,0,0,0,1,0,0
یو اے ای میں رہنے والے لاکھوں ہندوستانیوں میں ہندوؤں کی تعداد سب سے زیادہ ہے مسلمانوں کے خلاف نفرت پھیلانے والوں ک,1,1,0,0,0,0
تم اداسی کا گلہ کرتے ہو یہاں ہم زندگی اجاڑ بیٹھے ہیں🥀🖤,0,0,0,1,0,0
میں تو نہی دیکھونگاکیونکہ رمضان پاک مہینہ ہے اور اپکاانگ انگ گناہ سےبھرپور ہےحیرت ہے کہ چینل کی یاتو,0,0,0,0,1,0
چراغِ دل کو زرا احتیاط سے رکھنا آج رات پھر چلے گی ہوا اداسی کی,0,0,0,1,0,0
مجھی تو حیرت ہوتی ہے جس  کو کتا بھی نھیں مؤتتا تھا وہ بھی عجیب عجیب بھونکتا ہے,1,1,0,0,1,0
ہندوستان کے مسلمانوں کی فوری مدد کی جائے خیلجی ممالک میں بسنے والے ان ہندو تاجروں کو فی الفور نکالا جائے جو مسلما,1,1,0,0,0,0
مجھے بہت سحرانگیز لگتا ہے سمندر کے کنارے بیٹھ کر دور افق کے پار ڈوبتا زرد سورج دیکھنا سمندر کی لہروں سے منعکس ہوتی,0,0,0,1,1,0
زوہیب بھائ اس وقت تو وینا ملک ہندو کے ستائے ہوئے مسلمانوں کی بات کر رہی ہے اپ نے ٹوی,0,0,0,1,1,0
آنکھوں سے اداسی کی گھٹا کیوں نہیں چھٹتی سینے سے محبت کا بھنور کیوں نہیں جاتا زهرا,0,0,0,1,0,0
وہ روتے ہیں الله کے سامنے عاجزی سے اور الله کو عاجزی ہی پسند هے الله کے خوف سے ایک آنسو بهی نکل آئے,0,0,1,1,0,0
آپ اپنی سیاسی مخالفت میں کسی بے زبان جانور کے لئے نفرت نہ بڑھائیں مر کر جس اللہ کو منہ دکھانا ہے یہ,0,0,1,0,0,0
اور مجھے حیرت ہے آپ کے صبرو عقل پر کہ آپ ٹلی کے تبصروں پر تبصرے فرماتے ہیں بلے 🙏,0,0,0,0,1,0
حلال اور سچ بانٹو پوری دنیا نفرت کرے پرواہ نہ کریں,0,0,0,0,0,0
خوشی ہوتی تو ایسے ٹویٹ نہی کرتے😝,0,0,0,0,1,1
ٹوئٹر ٹرینڈز کب کیسے کہاں بنتے ہیں اس بارے میں کچھ کہا نہیں جاسکتا مگر کبھی ایسے الفاظ بھی ٹرینڈ لسٹ میں نظر آتے ہی,0,0,0,1,1,0
بچی ہے جتنی اداسی بھی تیرے دامن میں اسے بھی میرے لہو میں اتار تنہائی,0,0,0,1,0,0
کمزور جسامت کے لڑکے اور لڑکیاں یہ چیز استعمال کریں اور حیرت انگیز فوائد پائیں,0,0,0,0,1,0
ہمـیں خُـدا سے محبـت نہـیں سکھائی گئی ہوّس بہـشت کی ڈر دوزخ کا ابھـارا گیا ,0,0,1,1,0,0
دنیا آن لائن ھو گئیکورونا کا خوف اب اٹھا لیاجائے میڈیا اور سوشل میڈیا پر جو پیڈ ھا ھا کارھے اس کو بھی بند کر دیا,0,1,0,0,1,0
حیرت ہے ایسے جاہلوں کو بھی لوگ سنتے ہیں میں تو ان جیسوں کا پڑوسی رہنا بھی گوارہ کروں 😡🖐🏿👎🏿👉🏿,1,1,0,0,1,0
خوفِ خدا علم ھونے کی نشانی ھے,0,0,0,0,0,1
جو موت سے نہ ڈرتا ٿها بچون سے ڈر گيا اک رات خالى ہاتھ جب مزدور گھر گيا😢,0,0,1,1,0,0
جیسے ہر ذہن کو زنجیر سے ڈر لگتاہے پیر و مرشد مجھے ہر پیر سے ڈر لگتاہے مکتب فکر کی بہتات جہاں ہوتی ہے ترجمہ ٹھیک ہے,0,0,0,1,0,1
پاکستان ترقی کرے سلامت رہے اس سے زیادہ اور خوشی اور کوئی بات نہیں انشاء اللّه,0,0,0,0,0,1
شہر بھر کی یہ اداسی نہیں دیکھی جاتی کوئی ہنستی ہوئی تصویر لگا ڈی پی پر,0,0,0,1,0,0
مسلمانوں کے خلاف نفرت کا ایک بحران ہے جس سے قبل دہلی میں قتل عام بھی ہوا تھا قتل عام جو اس,1,1,0,0,0,0
جب کوئی عورت آپکو نظر انداز کررہی ہو تو اسکا مطلب یہ نہیں کہ وہ آپ سے نفرت کرتی ہے اسکا مطلب ہے اسکا دل دکھا ہے,0,0,0,1,0,0
 یوہی بے سبب تو ہسی نہیں آتی تو انسان میں اداسی کیسے آ سکتی ہے جب بھی کوئی دو,0,0,0,1,1,0
خوش رہنا انتخاب ہے نتیجہ نہي کوئی چیز کوئی شخص کوئی جگہ کوئی مقام آپکو خوشی نہي دے سکتا جب تک کہ آپ خوش,0,0,0,0,0,0
سرفراز ڈر لگ رہا ہے نو سر شادی ہوئی ہے جی سر بچے ہیں جی سر ہمارے ہر جوان کی کہانی ,0,0,1,0,0,0
تو اس نے پوچھا کہ کیوں رو رہی ہو تو اس نے بتایا کہ میں بہت مجبوری سے آئی ہو تو,0,0,0,1,0,0
دو چیزیں انسان کے لیے بہت اہم ہیں اللہ کا ڈر اور اللہ کا در,0,0,1,0,0,0
ہمارے گھر کی دیواروں پہ ناصر اُداسی بال کھولے سورہی ہے,0,0,0,1,0,0
تعلق توڑ جاۓ گا تو مجھکو چھوڑ جاۓ گا مجھے اس بات کا ڈر ہے تجھے کس بات کا ڈر ہے  زهرا,0,0,1,1,0,0
جس حشر کے ڈر سے وہ جدا مجھ سے ہوا تھا وہ حشر تو پھر بھی ہوا برپا اسے کہنا,0,0,1,1,0,0
السـلام علـیکم سیدنا ابوہریرہ رضی ﷲ عنہ کہتے ھیں کہ رسول ﷲ صلی ﷲ علیہ وآلہ وسلم سے اُس چیز کے بارے میں سوال کیا,0,0,0,0,0,0
کیا تمھارا خون بھی کبھی نکلا ھے اور کہاں سے پسینہ تو آتا ھی ھو گا ٹانگیں ھوا میں کر کے ڈانس تو کرو اس خوشی کی خبر پر,1,1,0,0,0,0
جو چینل مسلمانوں کو بدنام کرنے اور ان کے خلاف نفرت پھیلانے میں دن رات مصروف رہتے ہیں ایسے چینل کے خلاف بھی عالمی پی,1,0,0,0,0,0
محو حیرت جنگ مورخہ اپریل لاہور ہایئکورٹ سال کی عمر میں چوری کرنے کا الزام گرفتار ملزم کو آزاد کرنے کا,0,1,0,0,1,0
ابن عربی کا خوبصورت اور دل موہ لینے والے انداز میں خدا کے وحدانیت اور حمد اس ڈرامے کا اک انتہائی بہترین حصہ ہے اورم,0,0,0,0,0,1
آنکھوں میں ستارے تو کئی شام سے اترے پر دل کی اداسی نہ در و بام سے اترے اوروں کے قصیدے فقط آورد تھے جان,0,0,0,1,0,0
سننے میں آیا ہے کہ راجاداہر نے ایک شادی اپنی بہن سے بھی کررکھی تھی ڈر ہے کہ راجا داہر کو ہیرو ماننے والے کہیں بہن,1,1,0,0,0,0
او بھائی طالبان خود لڑنے کے لئے کھڑے ہوئے ساری دنیا مخالف تھی سمیت پاکستان کے انڈین مسلم تو خوشی سے,0,0,0,1,1,0
